ann_id,image_id,src_label_raw,defect_type,iso_code,polygon_json,bbox_x1_px,bbox_y1_px,bbox_x2_px,bbox_y2_px,area_px,major_axis_px,minor_axis_px,equiv_diameter_px,major_axis_mm,equiv_diameter_mm,geom_valid,geom_flags
aihub71761:data/raw/aihub71761/RT/AL/w00106_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00106_f0.png,기공,porosity,2011,"[[973.55,144.05],[971.72,150.59],[961.06,155.95],[943.98,135.67],[946.3,130.62],[958.65,122.68],[973.41,136.66],[975.28,139.9],[975.56,140.31]]",943,122,976,156,594.90,31.65,21.87,27.52,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00107_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00107_f0.png,기공,porosity,2011,"[[124.27,617.74],[65.04,624.42],[43.04,595.65],[65.38,560.41],[69.64,559.07],[94.05,560.29]]",43,559,125,625,3447.83,78.15,61.61,66.26,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00111_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00111_f0.png,기공,porosity,2011,"[[164.17,360.76],[141.8,384.28],[134.05,380.9],[130.37,385.89],[106.13,337.55],[114.18,309.41],[125.81,312.4],[152.63,310.08],[156.59,314.57],[160.1,318.0]]",106,309,165,386,3181.79,77.67,55.58,63.65,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00114_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00114_f0.png,융합불량,lack_of_fusion,401,"[[638.26,584.7],[576.13,588.41],[583.58,559.66],[583.72,559.53],[588.77,556.03],[587.69,551.88],[599.17,547.86],[623.26,559.55],[633.37,574.61]]",576,547,639,589,1650.29,62.24,39.10,45.84,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00116_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00116_f0.png,기공,porosity,2011,"[[378.75,676.99],[368.47,689.67],[349.32,686.31],[343.53,688.26],[342.23,688.33],[337.81,682.98],[323.32,633.26],[350.18,617.95]]",323,617,379,690,2338.59,72.53,39.46,54.57,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00116_f1.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00116_f1.png,기공,porosity,2011,"[[760.3,577.91],[751.07,585.63],[739.84,592.26],[733.59,595.8],[732.5,589.52],[726.93,558.27],[751.08,554.23],[756.94,560.04],[756.43,564.46]]",726,554,761,596,916.88,38.12,29.42,34.17,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00116_f2.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00116_f2.png,기공,porosity,2011,"[[433.49,134.43],[427.84,133.74],[418.84,135.28],[418.87,133.58],[400.07,95.36],[420.0,75.86],[450.4,76.34],[460.9,91.18],[460.77,96.83],[461.47,99.7]]",400,75,462,136,2435.96,63.78,51.30,55.69,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00117_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00117_f0.png,기공,porosity,2011,"[[404.73,143.07],[402.45,145.8],[402.22,146.84],[400.52,148.02],[392.42,144.92],[390.48,141.04],[389.42,140.82],[404.78,137.95],[405.96,140.06]]",389,137,406,149,95.92,16.40,9.12,11.05,,,True,
aihub71761:data/raw/aihub71761/RT/AL/w00119_f0.png#0,aihub71761:data/raw/aihub71761/RT/AL/w00119_f0.png,기공,porosity,2011,"[[531.13,308.45],[524.31,314.78],[530.7,317.96],[461.23,304.84],[450.31,302.06],[489.82,269.89],[511.53,266.37],[513.85,272.8],[534.01,284.39],[530.07,302.9]]",450,266,535,318,2521.30,81.94,47.14,56.66,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00000_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00000_f0.png,기공,porosity,2011,"[[1134.86,599.23],[1137.26,599.57],[1116.07,613.22],[1114.1,608.2],[1113.8,592.52],[1122.57,585.26],[1129.11,588.73],[1132.52,591.32]]",1113,585,1138,614,385.72,25.69,19.99,22.16,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00002_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00002_f0.png,기공,porosity,2011,"[[978.71,661.86],[965.55,689.18],[936.24,686.66],[905.98,671.48],[907.55,657.93],[922.14,614.2],[937.99,607.47],[956.6,599.64]]",905,599,979,690,4417.89,88.99,68.75,75.00,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00003_f0.png,융합불량,lack_of_fusion,401,"[[640.4,91.54],[637.86,94.1],[609.03,102.02],[604.1,80.39],[612.68,75.72],[624.84,71.99],[635.41,80.13],[638.77,78.85]]",604,71,641,103,734.78,34.82,24.77,30.59,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00003_f0.png,기공,porosity,2011,"[[1119.04,54.14],[1110.57,57.64],[1108.66,52.92],[1098.33,55.44],[1091.34,48.19],[1082.65,45.86],[1085.39,44.57],[1084.56,39.73],[1083.3,36.44],[1083.49,28.82]]",1082,28,1120,58,387.76,43.65,14.37,22.22,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00003_f1.png,융합불량,lack_of_fusion,401,"[[360.4,139.85],[327.21,123.15],[329.99,87.4],[339.63,79.86],[375.38,83.22],[378.26,87.73],[379.92,91.03],[378.14,92.82],[383.58,101.58]]",327,79,384,140,2389.07,57.32,54.25,55.15,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f1.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00003_f1.png,기공,porosity,2011,"[[1188.28,292.09],[1184.26,308.84],[1153.78,296.27],[1150.38,293.7],[1156.56,278.44],[1170.38,273.3],[1186.57,280.95]]",1150,273,1189,309,875.66,37.20,27.56,33.39,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00003_f2.png,융합불량,lack_of_fusion,401,"[[484.08,427.61],[483.6,428.19],[473.77,408.38],[474.58,407.58],[480.74,400.13],[483.71,400.74],[485.93,399.26],[489.31,397.51],[493.97,397.92],[496.66,397.6],[498.27,398.45]]",473,397,499,429,371.84,33.22,17.69,21.76,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f2.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00003_f2.png,기공,porosity,2011,"[[490.27,156.5],[424.37,182.02],[418.73,134.35],[440.62,95.61],[453.97,96.61],[470.47,96.56],[476.79,108.13],[494.05,128.08]]",418,95,495,183,4505.31,84.46,74.71,75.74,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00003_f3.png,융합불량,lack_of_fusion,401,"[[283.02,179.67],[252.63,187.02],[220.68,182.19],[198.1,150.0],[202.78,147.27],[233.73,112.31],[252.53,101.69],[262.43,109.53],[272.93,111.83],[280.62,122.0]]",198,101,284,188,5027.44,83.64,83.45,80.01,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00003_f3.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00003_f3.png,기공,porosity,2011,"[[780.77,115.0],[775.47,118.42],[764.03,118.16],[761.85,118.7],[755.63,112.54],[756.94,102.12],[753.41,99.23],[757.51,99.51],[780.36,94.64]]",753,94,781,119,495.36,27.34,22.65,25.11,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00004_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00004_f0.png,기공,porosity,2011,"[[820.36,402.91],[799.71,414.59],[798.32,413.89],[794.64,410.94],[793.95,409.52],[787.74,412.5],[785.52,389.35],[805.55,374.83],[810.84,378.08],[817.08,380.6]]",785,374,821,415,962.90,38.49,33.67,35.01,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00005_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00005_f0.png,기공,porosity,2011,"[[749.82,400.64],[736.05,431.06],[728.14,428.78],[687.03,359.2],[718.74,350.48],[745.61,383.83]]",687,350,750,432,2555.11,86.80,37.91,57.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00008_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00008_f0.png,기공,porosity,2011,"[[204.06,496.98],[197.73,497.57],[195.08,485.36],[204.86,472.43],[205.64,472.14],[208.98,468.26],[218.96,478.27]]",195,468,219,498,370.12,29.94,14.67,21.71,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00010_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00010_f0.png,기공,porosity,2011,"[[132.41,455.14],[91.48,397.46],[129.84,351.39],[138.33,356.35],[148.94,365.11],[177.36,400.09]]",91,351,178,456,4601.62,79.76,68.36,76.54,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00012_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00012_f0.png,기공,porosity,2011,"[[1244.23,501.86],[1221.01,521.33],[1220.46,513.44],[1192.11,492.65],[1182.68,481.0],[1206.84,461.04]]",1182,461,1245,522,1634.62,56.96,32.21,45.62,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00014_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00014_f0.png,융합불량,lack_of_fusion,401,"[[387.55,240.45],[389.19,252.96],[371.72,264.24],[362.81,277.13],[337.43,270.61],[299.55,225.51],[337.71,187.64],[350.9,191.39],[375.96,213.06]]",299,187,390,278,4793.83,82.94,67.29,78.13,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00017_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00017_f0.png,융합불량,lack_of_fusion,401,"[[680.22,639.81],[663.37,661.26],[655.77,672.37],[646.22,673.21],[615.51,681.69],[593.12,647.27],[583.98,629.02],[612.84,600.67],[663.11,602.11],[680.6,611.89],[687.73,621.04]]",583,600,688,682,5715.66,95.35,81.23,85.31,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00020_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00020_f0.png,기공,porosity,2011,"[[348.75,383.26],[341.21,395.26],[317.37,410.14],[292.63,382.33],[299.78,355.89],[323.6,347.07],[328.0,353.85]]",292,347,349,411,2137.31,55.97,45.55,52.17,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00021_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00021_f0.png,기공,porosity,2011,"[[611.94,643.56],[608.16,651.5],[597.39,650.25],[593.46,648.0],[592.35,643.21],[590.06,642.36],[607.88,632.22]]",590,632,612,652,250.91,20.50,16.90,17.87,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00023_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00023_f0.png,기공,porosity,2011,"[[1029.81,510.62],[1010.22,542.65],[988.38,549.32],[971.99,530.95],[955.69,509.94],[985.29,477.61],[1010.02,481.04],[1022.89,501.06],[1033.03,504.47]]",955,477,1034,550,3324.16,63.87,63.28,65.06,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00026_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00026_f0.png,기공,porosity,2011,"[[650.0,609.57],[649.06,610.19],[642.21,606.09],[636.42,606.44],[627.01,579.12],[627.47,576.88],[628.84,573.85],[628.65,564.49],[655.69,559.75],[669.26,583.84]]",627,559,670,611,1414.95,49.86,38.41,42.44,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00030_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00030_f0.png,융합불량,lack_of_fusion,401,"[[90.0,182.63],[71.77,190.57],[45.92,146.0],[48.85,146.67],[46.13,143.91],[82.41,134.18]]",45,134,90,191,1471.47,51.71,38.31,43.28,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00035_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00035_f0.png,기공,porosity,2011,"[[873.0,485.34],[867.17,488.02],[853.63,493.54],[852.25,486.73],[838.57,474.6],[839.57,458.78]]",838,458,873,494,486.73,42.70,18.47,24.89,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00036_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00036_f0.png,기공,porosity,2011,"[[122.07,113.4],[118.7,136.28],[78.25,152.6],[71.7,143.42],[54.03,119.49],[63.33,87.25],[73.58,72.61],[83.4,77.3],[120.46,96.54]]",54,72,123,153,3648.65,71.73,69.20,68.16,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00037_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00037_f0.png,기공,porosity,2011,"[[1008.46,351.62],[978.52,365.84],[974.98,374.84],[922.19,348.94],[942.38,284.69],[992.83,281.38],[995.24,297.46],[998.87,304.38],[1001.75,305.86]]",922,281,1009,375,5605.51,94.51,83.11,84.48,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00039_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00039_f0.png,기공,porosity,2011,"[[712.77,582.54],[697.88,610.91],[688.98,613.67],[648.0,592.58],[663.08,518.2],[714.29,541.97],[730.41,556.99]]",648,518,731,614,4722.78,77.62,75.33,77.55,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00041_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00041_f0.png,기공,porosity,2011,"[[1042.95,32.41],[1042.35,27.97],[1039.88,18.51],[1053.77,7.87],[1072.15,16.12],[1070.54,19.57]]",1039,7,1073,33,417.63,33.35,17.68,23.06,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00041_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00041_f1.png,기공,porosity,2011,"[[168.4,243.9],[152.41,248.26],[144.9,248.46],[140.6,232.96],[139.98,228.93],[141.41,214.82],[152.6,210.63],[164.13,214.65],[171.87,222.17],[173.71,224.49],[173.05,225.84]]",139,210,174,249,968.16,36.25,34.17,35.11,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00041_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00041_f2.png,기공,porosity,2011,"[[1138.51,627.16],[1139.17,636.55],[1120.93,648.84],[1120.58,652.15],[1089.82,627.1],[1081.85,620.84],[1110.89,588.75],[1115.45,596.12],[1133.1,605.94]]",1081,588,1140,653,1972.85,54.45,43.81,50.12,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00043_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00043_f0.png,융합불량,lack_of_fusion,401,"[[1178.47,449.59],[1136.65,476.22],[1114.91,453.8],[1114.68,444.64],[1113.8,440.96],[1117.33,432.32],[1121.76,420.97],[1141.03,412.18],[1153.48,416.8],[1154.88,421.13]]",1113,412,1179,477,2485.12,57.14,53.10,56.25,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00046_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00046_f0.png,융합불량,lack_of_fusion,401,"[[978.45,539.99],[964.41,538.34],[959.14,533.21],[965.85,520.23],[967.24,519.78],[978.79,521.13],[980.98,526.54]]",959,519,981,540,327.02,20.91,18.77,20.41,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00046_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00046_f0.png,기공,porosity,2011,"[[337.84,583.57],[335.95,581.82],[342.51,574.46],[357.87,562.84],[366.84,568.3],[378.47,562.04]]",335,562,367,584,201.78,33.57,8.94,16.03,,,True,self_intersect;multipart_largest_kept
aihub71761:data/raw/aihub71761/RT/ST/w00049_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00049_f0.png,융합불량,lack_of_fusion,401,"[[957.09,630.27],[940.25,646.91],[922.08,651.8],[919.72,650.86],[902.95,640.55],[897.55,630.55],[902.03,608.16],[926.77,589.92],[948.39,596.72]]",897,589,958,652,2590.27,62.58,53.87,57.43,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00049_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00049_f0.png,슬래그혼입,slag_inclusion,301,"[[681.43,264.83],[682.14,277.23],[606.43,248.01],[623.47,225.06],[629.87,227.06],[633.15,224.82],[636.01,221.86],[640.12,226.07],[647.23,226.35],[679.45,256.44]]",606,221,683,278,2010.70,81.15,35.05,50.60,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00050_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00050_f0.png,기공,porosity,2011,"[[559.49,312.09],[548.83,318.85],[541.21,315.36],[538.62,306.91],[539.48,305.28],[540.13,303.96],[556.35,302.09],[557.12,301.72]]",538,301,560,319,248.95,19.19,16.45,17.80,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00052_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00052_f0.png,기공,porosity,2011,"[[46.05,339.61],[33.98,342.75],[28.71,328.57],[33.9,327.14],[40.8,325.16],[48.34,330.79]]",28,325,49,343,229.64,18.29,15.33,17.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00052_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00052_f1.png,기공,porosity,2011,"[[117.02,91.99],[113.37,98.47],[101.93,93.98],[85.01,77.81],[85.11,73.46],[106.72,50.77],[122.54,65.76],[122.02,66.3],[122.47,67.02],[127.73,70.65]]",85,50,128,99,1143.33,37.72,34.68,38.15,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00054_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00054_f0.png,기공,porosity,2011,"[[1265.06,362.29],[1257.26,366.29],[1248.89,359.85],[1249.6,358.05],[1251.42,353.62],[1256.34,349.54],[1258.84,350.86],[1260.65,352.13]]",1248,349,1266,367,161.11,16.10,13.29,14.32,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00055_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00055_f0.png,기공,porosity,2011,"[[212.42,33.28],[194.28,49.56],[169.94,19.26],[171.21,17.84],[172.38,15.97],[177.74,13.31],[177.58,11.64],[179.7,13.38],[191.94,9.84],[198.02,6.69],[211.48,21.34]]",169,6,213,50,1035.89,40.02,31.08,36.32,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00058_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00058_f0.png,기공,porosity,2011,"[[804.06,577.45],[801.86,580.26],[788.93,585.17],[788.67,582.31],[783.93,584.47],[782.46,579.06],[773.21,560.89],[782.23,551.37],[781.45,548.76],[783.57,551.08],[788.77,544.38]]",773,544,805,586,674.83,38.06,21.22,29.31,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00060_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00060_f0.png,기공,porosity,2011,"[[994.49,123.62],[978.12,125.57],[961.28,114.83],[955.3,107.55],[952.95,95.59],[954.86,85.03],[981.12,64.13],[997.5,66.89],[998.67,68.77],[1016.15,81.6],[1014.14,83.24]]",952,64,1017,126,2567.85,61.04,52.91,57.18,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00062_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00062_f0.png,기공,porosity,2011,"[[519.28,170.65],[519.91,172.7],[516.29,171.63],[507.77,164.98],[506.0,161.74],[507.91,162.05],[521.07,156.66],[522.52,157.29]]",506,156,523,173,135.51,16.01,15.54,13.14,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00064_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00064_f0.png,기공,porosity,2011,"[[113.51,80.91],[78.17,98.7],[60.51,102.01],[57.3,100.9],[59.74,94.38],[48.92,74.24],[51.4,71.36],[75.74,37.46],[95.55,42.27],[98.28,40.51],[108.7,69.77]]",48,37,114,103,2601.09,59.65,58.16,57.55,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00064_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00064_f0.png,슬래그혼입,slag_inclusion,301,"[[553.66,150.35],[534.59,164.64],[531.57,170.24],[506.62,146.33],[503.68,140.5],[527.92,118.54],[548.9,134.93]]",503,118,554,171,1402.52,40.86,38.99,42.26,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00066_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00066_f0.png,균열,crack,100,"[[852.89,584.09],[846.77,586.28],[820.85,582.61],[809.67,592.97],[789.59,559.35],[792.72,530.15],[855.2,509.85],[876.8,521.1],[867.83,527.16],[872.92,530.04],[883.23,543.97]]",789,509,884,593,5129.02,94.76,70.08,80.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00066_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00066_f0.png,기공,porosity,2011,"[[979.82,701.32],[970.48,699.05],[946.6,697.69],[941.92,621.88],[958.21,627.26],[1018.8,631.95]]",941,621,1019,702,3968.02,77.54,74.56,71.08,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00067_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00067_f0.png,기공,porosity,2011,"[[308.18,604.41],[303.27,617.11],[244.94,654.67],[273.43,564.95],[293.57,572.56],[300.26,584.13]]",244,564,309,655,2686.34,94.13,45.06,58.48,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00069_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00069_f0.png,균열,crack,100,"[[964.66,229.54],[899.01,211.41],[889.91,205.57],[898.19,200.58],[901.94,184.89],[901.16,173.66],[901.28,167.9],[954.51,157.92],[959.96,160.55]]",889,157,965,230,3630.32,78.43,66.33,67.99,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00070_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00070_f0.png,기공,porosity,2011,"[[789.51,341.45],[791.77,348.33],[787.05,349.16],[785.57,358.98],[782.37,361.45],[761.39,357.17],[753.52,322.68],[780.2,319.58],[787.99,320.96],[785.15,326.61],[786.61,331.46]]",753,319,792,362,1157.66,42.35,34.38,38.39,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00072_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00072_f0.png,기공,porosity,2011,"[[196.98,49.23],[196.5,50.25],[189.9,50.21],[187.34,46.0],[185.43,43.86],[188.98,40.32],[196.63,39.18],[198.19,41.64]]",185,39,199,51,102.79,12.75,11.07,11.44,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00073_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00073_f0.png,융합불량,lack_of_fusion,401,"[[435.8,354.91],[406.34,343.0],[402.11,320.62],[436.34,312.85],[441.41,315.98],[442.95,317.52]]",402,312,443,355,1163.99,41.41,39.53,38.50,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00075_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00075_f0.png,균열,crack,100,"[[471.3,359.38],[473.96,362.37],[471.47,363.96],[454.29,373.04],[451.51,369.14],[437.77,353.97],[439.71,342.93],[441.84,342.54],[440.72,341.38],[461.96,332.71],[466.28,335.32]]",437,332,474,374,906.08,34.44,33.44,33.97,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00077_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00077_f0.png,기공,porosity,2011,"[[1213.87,634.56],[1202.06,623.34],[1196.89,619.82],[1198.74,567.73],[1230.41,566.39],[1252.48,595.71]]",1196,566,1253,635,2510.78,61.53,57.84,56.54,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00084_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00084_f0.png,기공,porosity,2011,"[[471.4,654.14],[466.83,658.18],[466.86,660.09],[464.33,660.96],[457.21,652.41],[463.18,647.32]]",457,647,472,661,96.91,12.11,9.80,11.11,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00085_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00085_f0.png,기공,porosity,2011,"[[530.63,297.41],[498.51,278.25],[497.87,276.47],[495.96,274.54],[505.2,256.17],[538.57,261.66],[540.44,263.27]]",495,256,541,298,1116.28,39.64,36.55,37.70,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00086_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00086_f0.png,기공,porosity,2011,"[[1055.61,471.71],[1054.65,467.72],[1029.54,449.01],[1031.25,443.15],[1027.31,430.14],[1035.2,398.94],[1056.33,382.8],[1061.94,384.34],[1108.54,404.96]]",1027,382,1109,472,4046.81,85.19,61.21,71.78,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00087_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00087_f0.png,융합불량,lack_of_fusion,401,"[[578.4,71.65],[565.84,82.66],[555.59,74.56],[558.38,65.21],[563.74,60.05],[565.24,59.72],[566.0,57.54],[570.42,59.35],[569.76,61.58]]",555,57,579,83,315.78,21.18,18.78,20.05,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00087_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00087_f0.png,기공,porosity,2011,"[[841.44,307.13],[837.29,320.97],[817.49,327.13],[752.04,320.26],[766.14,262.52],[816.63,252.3],[829.64,274.59],[830.96,275.74],[837.74,289.78],[838.41,291.18]]",752,252,842,328,4991.29,87.54,74.33,79.72,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00089_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00089_f0.png,기공,porosity,2011,"[[1080.53,657.9],[1070.56,666.19],[1028.24,665.77],[1015.75,641.66],[1024.92,622.77],[1064.66,603.7],[1067.01,609.72]]",1015,603,1081,667,2787.51,60.52,58.89,59.57,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00090_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00090_f0.png,기공,porosity,2011,"[[1184.85,224.67],[1183.83,232.6],[1175.53,236.53],[1162.69,245.29],[1141.64,249.78],[1111.57,233.68],[1112.78,206.41],[1112.02,192.41],[1120.29,192.09],[1131.27,189.98]]",1111,189,1185,250,2842.17,82.12,47.39,60.16,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00090_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00090_f1.png,기공,porosity,2011,"[[985.63,293.38],[983.35,294.64],[959.04,304.52],[946.69,276.62],[950.4,268.48],[986.35,268.76]]",946,268,987,305,1075.99,39.60,35.97,37.01,,,True,
